Id,isFraud
0,0.6659755902234266
1,0.7508089327450441
2,0.29609086075175156
3,0.022586578259956035
4,0.19661117210518897
5,0.09995573720128682
6,0.21816903383597644
7,0.07267329402207066
8,0.08900704837657501
9,0.15111266284268882
10,0.08882019065970166
11,0.24417384893290187
12,0.0898950079971536
13,0.16461361636832209
14,0.08849728693515325
15,0.19703652052601445
16,0.10971115684519957
17,0.267343222709495
18,0.23350215690450513
19,0.2415756390491281
20,0.24387448282303445
21,0.20604469687056842
22,0.2772097176746832
23,0.2500101393267729
24,0.2847311125108625
25,0.18595359645134857
26,0.09287113344492998
27,0.0737315583508163
28,0.052857084795475226
29,0.03141668970437928
30,0.13667252524955903
31,0.2135715067399335
32,0.03943331455951864
33,0.10694646498903167
34,0.15824309590062677
35,0.2943438607696403
36,0.11737231111127522
37,0.2985201972080463
38,0.37240857338178185
39,0.0035112036796704827
40,0.19894768418776135
41,0.00861495692722647
42,0.1957394309782437
43,0.2578907665186218
44,0.1824662511551802
45,0.5503774986833894
46,0.08978266706928992
47,0.2658043622933091
48,0.08225667269237125
49,0.09587947659110697
50,0.26275785447049027
51,0.18550147071472328
52,0.13847709526982102
53,0.09585496470130743
54,0.09414887630873602
55,0.25906405185900033
56,0.222066283624806
57,0.09138493245613899
58,0.22069914780699748
59,0.06539405852930089
60,0.225817105112833
61,0.15170339084158352
62,0.2396484581975491
63,0.203317676041469
64,0.008931528696827272
65,0.04527493975042731
66,0.21239109785716434
67,0.13708424715659068
68,0.17188640323129892
69,0.2829485197955556
70,0.20522028556111577
71,0.11279776935550484
72,0.26948358317180293
73,0.025663579897253975
74,0.039496922163776295
75,0.05451359214650254
76,0.21650700472024598
77,0.06301837427992558
78,0.08831888077587718
79,0.29351527107106706
80,0.16923892815167532
81,0.2533720882568817
82,0.225242279360799
83,0.2762016925478384
84,0.22945016972293844
85,0.15724086942363938
86,0.08562743910425973
87,0.17646555211752188
88,0.2545122290563235
89,0.27981786469652903
90,0.6580143098897762
91,0.13420407983625154
92,0.10157945281939311
93,0.029371581469385344
94,0.11847352867081928
95,0.10222237096193824
96,0.14215776628992655
97,0.24750232752846313
98,0.20485423864400173
99,0.2777113242144286
100,0.2622534996386832
101,0.02831140715230209
102,0.15028622178249698
103,0.12890562871759847
104,0.11463976632811988
105,0.20507267579858743
106,0.42901741029868873
107,0.16150537124135825
108,0.09092260047579741
109,0.018957556098752968
110,0.08681828067242461
111,0.250813536709272
112,0.013700090241820173
113,0.2783710676712092
114,0.24312691810578865
115,0.17929702309246068
116,0.2490701237145354
117,0.1919522615824583
118,0.10448056284242671
119,0.24529593146573814
120,0.03682173077326901
121,0.2190289443347539
122,0.042131282829041085
123,0.00041599752873423547
124,0.19191850894416884
125,0.036183018023037125
126,0.1963332744893165
127,0.012258906588477258
128,0.019052225273011324
129,0.05248039205487515
130,0.032737848584387726
131,0.28599206351343687
132,0.17919922335576918
133,0.14219534439737877
134,0.09847530172534012
135,0.6235401080655804
136,0.16790853292188593
137,0.21775900719115426
138,0.07255161682928749
139,0.2788143859197479
140,0.1677983688709522
141,0.27675075493069573
142,0.07241097695250577
143,0.2556672968801473
144,0.21888572917638977
145,0.19914642870965418
146,0.005151033139840577
147,0.24626157326939738
148,0.09013353713849986
149,0.2473707893880821
150,0.0663340750636723
151,0.27998732052893316
152,0.09755874500156943
153,0.12111478688250366
154,0.23438442346395433
155,0.24196477423777926
156,0.06950349633655102
157,0.16436006505419265
158,0.05463631456302448
159,0.06702223987245909
160,0.0355686145810269
161,0.13233493180948588
162,0.07883130304372289
163,0.16067243555854294
164,0.0034545791599814523
165,0.10930244963857128
166,0.2542194916144476
167,0.18796626040643732
168,0.17375344895346698
169,0.27679124875449884
170,0.26140940272608654
171,0.12737796761380735
172,0.08522529556958261
173,0.027644095280692515
174,0.250542928145516
175,0.10406584686843408
176,0.06142074496479341
177,0.23479231122755523
178,0.05775205019723045
179,0.12721642854854426
180,0.6695409027894776
181,0.13846177877319646
182,0.17682940066146627
183,0.09168518306065516
184,0.25632567082029656
185,0.1480845769852315
186,0.2969935198921003
187,0.09820046457999192
188,0.55585799077374
189,0.13471863058822045
190,0.26606007203388793
191,0.07118119864910949
192,0.07255684344433329
193,0.23349010585679425
194,0.2630011532559356
195,0.12547449299859778
196,0.12067907141449284
197,0.19595571888071878
198,0.18897028789346945
199,0.08973940907306545
200,0.2201792785893607
201,0.13247029080714093
202,0.12184500606176758
203,0.04500161970199616
204,0.01317473613009612
205,0.09585328756437893
206,0.0919260230158105
207,0.2730391864564073
208,0.03901946270792587
209,0.0446485805092531
210,0.29657737188907285
211,0.2327050746444334
212,0.02495420417144496
213,0.1487642309147069
214,0.14087879809511564
215,0.1683663489548502
216,0.2047557632881125
217,0.2515079826552944
218,0.24020744861961116
219,0.24039392648049973
220,0.06561075761414459
221,0.038141787573977
222,0.048980623832874326
223,0.6527707715121744
224,0.024673427668469836
225,0.6749031338092892
226,0.27699368697384846
227,0.019555705782456856
228,0.0057756266703594015
229,0.1727100007112087
230,0.24060185039387086
231,0.26496314234420093
232,0.12050341281538297
233,0.28511964928520594
234,0.23779721722054725
235,0.19111020359955055
236,0.2349401994710017
237,0.23634406772796093
238,0.25112010932103546
239,0.1511540535447814
240,0.4470745830224083
241,0.043278777552758996
242,0.16201846780051746
243,0.054271195872997176
244,0.2959611918970288
245,0.23586583732366506
246,0.2265501321970917
247,0.16438797848921924
248,0.11022001667551182
249,0.20619211543687094
250,0.07917749737757558
251,0.2959198067508811
252,0.18863653056973972
253,0.21577795257408697
254,0.08834277885965137
255,0.19784954710330047
256,0.09966743740674605
257,0.1547473783999269
258,0.34089107618515724
259,0.14395454442651232
260,0.2730563665993533
261,0.17699140413008077
262,0.26869619743402906
263,0.2591176115940942
264,0.20918683553181597
265,0.16480470077218265
266,0.23996242599331793
267,0.24531204721030292
268,0.26020806937124596
269,0.002459283369970111
270,0.652961253491777
271,0.030828708998324437
272,0.16368323709582855
273,0.14033263614791408
274,0.2982493327270839
275,0.10970801829179501
276,0.1514078012029699
277,0.1448635570328585
278,0.23992378734179637
279,0.021955041053928804
280,0.06823430341711774
281,0.10204860263590955
282,0.17479428433858063
283,0.22592015899655393
284,0.05832105429793476
285,0.11986896133022312
286,0.29014866120403354
287,0.235101219691434
288,0.7625794647184556
289,0.24022588251036034
290,0.29009043681600083
291,0.18871140437720887
292,0.14315398934830012
293,0.11596976340796375
294,0.004350367320926962
295,0.15831544408275894
296,0.0961756193406362
297,0.2791977194324674
298,0.2805678931903589
299,0.00807043360552696
300,0.10982779228778672
301,0.06673086183399954
302,0.005874498761721003
303,0.204940301532257
304,0.23443203825287293
305,0.05741034712482246
306,0.2039137775465134
307,0.1574951641664785
308,0.1046461990859478
309,0.15203656542136137
310,0.005484200063287326
311,0.17433249521340435
312,0.08268814595466456
313,0.18739243271384545
314,0.14093983674284674
315,0.5476515787249974
316,0.05810946372126301
317,0.0981967799945466
318,0.22658658459405795
319,0.20078728932688547
320,0.2859673030374423
321,0.2781610397559391
322,0.2653101453692767
323,0.14423876770127023
324,0.055329024508976705
325,0.1703438843554129
326,0.1522029718179803
327,0.26646900103927523
328,0.06798108256918657
